Ciudades,Rutas,PesoMaximo,Nanosegundos
9,18,90,11942
9,18,91,11942
9,18,92,11942
9,18,93,11942
9,18,94,11942
9,18,95,11942
9,18,96,11942
9,18,97,11942
9,18,98,11942
9,18,99,11942
9,18,100,11942
9,19,0,10895
9,19,1,10895
9,19,2,10895
9,19,3,10895
9,19,4,10895
9,19,5,10895
9,19,6,10895
9,19,7,10895
9,19,8,10895
9,19,9,10895
9,19,10,10895
9,19,11,10895
9,19,12,10895
9,19,13,10895
9,19,14,10895
9,19,15,10895
9,19,16,10895
9,19,17,10895
9,19,18,10895
9,19,19,10895
9,19,20,10895
9,19,21,10895
9,19,22,10895
9,19,23,10895
9,19,24,10895
9,19,25,10895
9,19,26,10895
9,19,27,10895
9,19,28,10895
9,19,29,10895
9,19,30,10895
9,19,31,10895
9,19,32,10895
9,19,33,10895
9,19,34,10895
9,19,35,10895
9,19,36,10895
9,19,37,10895
9,19,38,10895
9,19,39,10895
9,19,40,10895
9,19,41,10895
9,19,42,10895
9,19,43,10895
9,19,44,10895
9,19,45,10895
9,19,46,10895
9,19,47,10895
9,19,48,10895
9,19,49,10895
9,19,50,10895
9,19,51,10895
9,19,52,10895
9,19,53,10895
9,19,54,10895
9,19,55,10895
9,19,56,10895
9,19,57,10895
9,19,58,10895
9,19,59,10895
9,19,60,10895
9,19,61,10895
9,19,62,10895
9,19,63,10895
9,19,64,10895
9,19,65,10895
9,19,66,10895
9,19,67,10895
9,19,68,10895
9,19,69,10895
9,19,70,10895
9,19,71,10895
9,19,72,10895
9,19,73,10895
9,19,74,10895
9,19,75,10895
9,19,76,10895
9,19,77,10895
9,19,78,10895
9,19,79,10895
9,19,80,10895
9,19,81,10895
9,19,82,10895
9,19,83,10895
9,19,84,10895
9,19,85,10895
9,19,86,10895
9,19,87,10895
9,19,88,10895
9,19,89,10895
9,19,90,10895
9,19,91,10895
9,19,92,10895
9,19,93,10895
9,19,94,10895
9,19,95,10895
9,19,96,10895
9,19,97,10895
9,19,98,10895
9,19,99,10895
9,19,100,10895
9,20,0,13200
9,20,1,13200
9,20,2,13200
9,20,3,13200
9,20,4,13200
9,20,5,13200
9,20,6,13200
9,20,7,13200
9,20,8,13200
9,20,9,13200
9,20,10,13200
9,20,11,13200
9,20,12,13200
9,20,13,13200
9,20,14,13200
9,20,15,13200
9,20,16,13200
9,20,17,13200
9,20,18,13200
9,20,19,13200
9,20,20,13200
9,20,21,13200
9,20,22,13200
9,20,23,13200
9,20,24,13200
9,20,25,13200
9,20,26,13200
9,20,27,13200
9,20,28,13200
9,20,29,13200
9,20,30,13200
9,20,31,13200
9,20,32,13200
9,20,33,13200
9,20,34,13200
9,20,35,13200
9,20,36,13200
9,20,37,13200
9,20,38,13200
9,20,39,13200
9,20,40,13200
9,20,41,13200
9,20,42,13200
9,20,43,13200
9,20,44,13200
9,20,45,13200
9,20,46,13200
9,20,47,13200
9,20,48,13200
9,20,49,13200
9,20,50,13200
9,20,51,13200
9,20,52,13200
9,20,53,13200
9,20,54,13200
9,20,55,13200
9,20,56,13200
9,20,57,13200
9,20,58,13200
9,20,59,13200
9,20,60,13200
9,20,61,13200
9,20,62,13200
9,20,63,13200
9,20,64,13200
9,20,65,13200
9,20,66,13200
9,20,67,13200
9,20,68,13200
9,20,69,13200
9,20,70,13200
9,20,71,13200
9,20,72,13200
9,20,73,13200
9,20,74,13200
9,20,75,13200
9,20,76,13200
9,20,77,13200
9,20,78,13200
9,20,79,13200
9,20,80,13200
9,20,81,13200
9,20,82,13200
9,20,83,13200
9,20,84,13200
9,20,85,13200
9,20,86,13200
9,20,87,13200
9,20,88,13200
9,20,89,13200
9,20,90,13200
9,20,91,13200
9,20,92,13200
9,20,93,13200
9,20,94,13200
9,20,95,13200
9,20,96,13200
9,20,97,13200
9,20,98,13200
9,20,99,13200
9,20,100,13200
9,21,0,13269
9,21,1,13269
9,21,2,13269
9,21,3,13269
9,21,4,13269
9,21,5,13269
9,21,6,13269
9,21,7,13269
9,21,8,13269
9,21,9,13269
9,21,10,13269
9,21,11,13269
9,21,12,13269
9,21,13,13269
9,21,14,13269
9,21,15,13269
9,21,16,13269
9,21,17,13269
9,21,18,13269
9,21,19,13269
9,21,20,13269
9,21,21,13269
9,21,22,13269
9,21,23,13269
9,21,24,13269
9,21,25,13269
9,21,26,13269
9,21,27,13269
9,21,28,13269
9,21,29,13269
9,21,30,13269
9,21,31,13269
9,21,32,13269
9,21,33,13269
9,21,34,13269
9,21,35,13269
9,21,36,13269
9,21,37,13269
9,21,38,13269
9,21,39,13269
9,21,40,13269
9,21,41,13269
9,21,42,13269
9,21,43,13269
9,21,44,13269
9,21,45,13269
9,21,46,13269
9,21,47,13269
9,21,48,13269
9,21,49,13269
9,21,50,13269
9,21,51,13269
9,21,52,13269
9,21,53,13269
9,21,54,13269
9,21,55,13269
9,21,56,13269
9,21,57,13269
9,21,58,13269
9,21,59,13269
9,21,60,13269
9,21,61,13269
9,21,62,13269
9,21,63,13269
9,21,64,13269
9,21,65,13269
9,21,66,13269
9,21,67,13269
9,21,68,13269
9,21,69,13269
9,21,70,13269
9,21,71,13269
9,21,72,13269
9,21,73,13269
9,21,74,13269
9,21,75,13269
9,21,76,13269
9,21,77,13269
9,21,78,13269
9,21,79,13269
9,21,80,13269
9,21,81,13269
9,21,82,13269
9,21,83,13269
9,21,84,13269
9,21,85,13269
9,21,86,13269
9,21,87,13269
9,21,88,13269
9,21,89,13269
9,21,90,13269
9,21,91,13269
9,21,92,13269
9,21,93,13269
9,21,94,13269
9,21,95,13269
9,21,96,13269
9,21,97,13269
9,21,98,13269
9,21,99,13269
9,21,100,13269
9,22,0,12851
9,22,1,12851
9,22,2,12851
9,22,3,12851
9,22,4,12851
9,22,5,12851
9,22,6,12851
9,22,7,12851
9,22,8,12851
9,22,9,12851
9,22,10,12851
9,22,11,12851
9,22,12,12851
9,22,13,12851
9,22,14,12851
9,22,15,12851
9,22,16,12851
9,22,17,12851
9,22,18,12851
9,22,19,12851
9,22,20,12851
9,22,21,12851
9,22,22,12851
9,22,23,12851
9,22,24,12851
9,22,25,12851
9,22,26,12851
9,22,27,12851
9,22,28,12851
9,22,29,12851
9,22,30,12851
9,22,31,12851
9,22,32,12851
9,22,33,12851
9,22,34,12851
9,22,35,12851
9,22,36,12851
9,22,37,12851
9,22,38,12851
9,22,39,12851
9,22,40,12851
9,22,41,12851
9,22,42,12851
9,22,43,12851
9,22,44,12851
9,22,45,12851
9,22,46,12851
9,22,47,12851
9,22,48,12851
9,22,49,12851
9,22,50,12851
9,22,51,12851
9,22,52,12851
9,22,53,12851
9,22,54,12851
9,22,55,12851
9,22,56,12851
9,22,57,12851
9,22,58,12851
9,22,59,12851
9,22,60,12851
9,22,61,12851
9,22,62,12851
9,22,63,12851
9,22,64,12851
9,22,65,12851
9,22,66,12851
9,22,67,12851
9,22,68,12851
9,22,69,12851
9,22,70,12851
9,22,71,12851
9,22,72,12851
9,22,73,12851
9,22,74,12851
9,22,75,12851
9,22,76,12851
9,22,77,12851
9,22,78,12851
9,22,79,12851
9,22,80,12851
9,22,81,12851
9,22,82,12851
9,22,83,12851
9,22,84,12851
9,22,85,12851
9,22,86,12851
9,22,87,12851
9,22,88,12851
9,22,89,12851
9,22,90,12851
9,22,91,12851
9,22,92,12851
9,22,93,12851
9,22,94,12851
9,22,95,12851
9,22,96,12851
9,22,97,12851
9,22,98,12851
9,22,99,12851
9,22,100,12851
9,23,0,12991
9,23,1,12991
9,23,2,12991
9,23,3,12991
9,23,4,12991
9,23,5,12991
9,23,6,12991
9,23,7,12991
9,23,8,12991
9,23,9,12991
9,23,10,12991
9,23,11,12991
9,23,12,12991
9,23,13,12991
9,23,14,12991
9,23,15,12991
9,23,16,12991
9,23,17,12991
9,23,18,12991
9,23,19,12991
9,23,20,12991
9,23,21,12991
9,23,22,12991
9,23,23,12991
9,23,24,12991
9,23,25,12991
9,23,26,12991
9,23,27,12991
9,23,28,12991
9,23,29,12991
9,23,30,12991
9,23,31,12991
9,23,32,12991
9,23,33,12991
9,23,34,12991
9,23,35,12991
9,23,36,12991
9,23,37,12991
9,23,38,12991
9,23,39,12991
9,23,40,12991
9,23,41,12991
9,23,42,12991
9,23,43,12991
9,23,44,12991
9,23,45,12991
9,23,46,12991
9,23,47,12991
9,23,48,12991
9,23,49,12991
9,23,50,12991
9,23,51,12991
9,23,52,12991
9,23,53,12991
9,23,54,12991
9,23,55,12991
9,23,56,12991
9,23,57,12991
9,23,58,12991
9,23,59,12991
9,23,60,12991
9,23,61,12991
9,23,62,12991
9,23,63,12991
9,23,64,12991
9,23,65,12991
9,23,66,12991
9,23,67,12991
9,23,68,12991
9,23,69,12991
9,23,70,12991
9,23,71,12991
9,23,72,12991
9,23,73,12991
9,23,74,12991
9,23,75,12991
9,23,76,12991
9,23,77,12991
9,23,78,12991
9,23,79,12991
9,23,80,12991
9,23,81,12991
9,23,82,12991
9,23,83,12991
9,23,84,12991
9,23,85,12991
9,23,86,12991
9,23,87,12991
9,23,88,12991
9,23,89,12991
9,23,90,12991
9,23,91,12991
9,23,92,12991
9,23,93,12991
9,23,94,12991
9,23,95,12991
9,23,96,12991
9,23,97,12991
9,23,98,12991
9,23,99,12991
9,23,100,12991
9,24,0,12921
9,24,1,12921
9,24,2,12921
9,24,3,12921
9,24,4,12921
9,24,5,12921
9,24,6,12921
9,24,7,12921
9,24,8,12921
9,24,9,12921
9,24,10,12921
9,24,11,12921
9,24,12,12921
9,24,13,12921
9,24,14,12921
9,24,15,12921
9,24,16,12921
9,24,17,12921
9,24,18,12921
9,24,19,12921
9,24,20,12921
9,24,21,12921
9,24,22,12921
9,24,23,12921
9,24,24,12921
9,24,25,12921
9,24,26,12921
9,24,27,12921
9,24,28,12921
9,24,29,12921
9,24,30,12921
9,24,31,12921
9,24,32,12921
9,24,33,12921
9,24,34,12921
9,24,35,12921
9,24,36,12921
9,24,37,12921
9,24,38,12921
9,24,39,12921
9,24,40,12921
9,24,41,12921
9,24,42,12921
9,24,43,12921
9,24,44,12921
9,24,45,12921
9,24,46,12921
9,24,47,12921
9,24,48,12921
9,24,49,12921
9,24,50,12921
9,24,51,12921
9,24,52,12921
9,24,53,12921
9,24,54,12921
9,24,55,12921
9,24,56,12921
9,24,57,12921
9,24,58,12921
9,24,59,12921
9,24,60,12921
9,24,61,12921
9,24,62,12921
9,24,63,12921
9,24,64,12921
9,24,65,12921
9,24,66,12921
9,24,67,12921
9,24,68,12921
9,24,69,12921
9,24,70,12921
9,24,71,12921
9,24,72,12921
9,24,73,12921
9,24,74,12921
9,24,75,12921
9,24,76,12921
9,24,77,12921
9,24,78,12921
9,24,79,12921
9,24,80,12921
9,24,81,12921
9,24,82,12921
9,24,83,12921
9,24,84,12921
9,24,85,12921
9,24,86,12921
9,24,87,12921
9,24,88,12921
9,24,89,12921
9,24,90,12921
9,24,91,12921
9,24,92,12921
9,24,93,12921
9,24,94,12921
9,24,95,12921
9,24,96,12921
9,24,97,12921
9,24,98,12921
9,24,99,12921
9,24,100,12921
9,25,0,13898
9,25,1,13898
9,25,2,13898
9,25,3,13898
9,25,4,13898
9,25,5,13898
9,25,6,13898
9,25,7,13898
9,25,8,13898
9,25,9,13898
9,25,10,13898
9,25,11,13898
9,25,12,13898
9,25,13,13898
9,25,14,13898
9,25,15,13898
9,25,16,13898
9,25,17,13898
9,25,18,13898
9,25,19,13898
9,25,20,13898
9,25,21,13898
9,25,22,13898
9,25,23,13898
9,25,24,13898
9,25,25,13898
9,25,26,13898
9,25,27,13898
9,25,28,13898
9,25,29,13898
9,25,30,13898
9,25,31,13898
9,25,32,13898
9,25,33,13898
9,25,34,13898
9,25,35,13898
9,25,36,13898
9,25,37,13898
9,25,38,13898
9,25,39,13898
9,25,40,13898
9,25,41,13898
9,25,42,13898
9,25,43,13898
9,25,44,13898
9,25,45,13898
9,25,46,13898
9,25,47,13898
9,25,48,13898
9,25,49,13898
9,25,50,13898
9,25,51,13898
9,25,52,13898
9,25,53,13898
9,25,54,13898
9,25,55,13898
9,25,56,13898
9,25,57,13898
9,25,58,13898
9,25,59,13898
9,25,60,13898
9,25,61,13898
9,25,62,13898
9,25,63,13898
9,25,64,13898
9,25,65,13898
9,25,66,13898
9,25,67,13898
9,25,68,13898
9,25,69,13898
9,25,70,13898
9,25,71,13898
9,25,72,13898
9,25,73,13898
9,25,74,13898
9,25,75,13898
9,25,76,13898
9,25,77,13898
9,25,78,13898
9,25,79,13898
9,25,80,13898
9,25,81,13898
9,25,82,13898
9,25,83,13898
9,25,84,13898
9,25,85,13898
9,25,86,13898
9,25,87,13898
9,25,88,13898
9,25,89,13898
9,25,90,13898
9,25,91,13898
9,25,92,13898
9,25,93,13898
9,25,94,13898
9,25,95,13898
9,25,96,13898
9,25,97,13898
9,25,98,13898
9,25,99,13898
9,25,100,13898
9,26,0,13758
9,26,1,13758
9,26,2,13758
9,26,3,13758
9,26,4,13758
9,26,5,13758
9,26,6,13758
9,26,7,13758
9,26,8,13758
9,26,9,13758
9,26,10,13758
9,26,11,13758
9,26,12,13758
9,26,13,13758
9,26,14,13758
9,26,15,13758
9,26,16,13758
9,26,17,13758
9,26,18,13758
9,26,19,13758
9,26,20,13758
9,26,21,13758
9,26,22,13758
9,26,23,13758
9,26,24,13758
9,26,25,13758
9,26,26,13758
9,26,27,13758
9,26,28,13758
9,26,29,13758
9,26,30,13758
9,26,31,13758
9,26,32,13758
9,26,33,13758
9,26,34,13758
9,26,35,13758
9,26,36,13758
9,26,37,13758
9,26,38,13758
9,26,39,13758
9,26,40,13758
9,26,41,13758
9,26,42,13758
9,26,43,13758
9,26,44,13758
9,26,45,13758
9,26,46,13758
9,26,47,13758
9,26,48,13758
9,26,49,13758
9,26,50,13758
9,26,51,13758
9,26,52,13758
9,26,53,13758
9,26,54,13758
9,26,55,13758
9,26,56,13758
9,26,57,13758
9,26,58,13758
9,26,59,13758
9,26,60,13758
9,26,61,13758
9,26,62,13758
9,26,63,13758
9,26,64,13758
9,26,65,13758
9,26,66,13758
9,26,67,13758
9,26,68,13758
9,26,69,13758
9,26,70,13758
9,26,71,13758
9,26,72,13758
9,26,73,13758
9,26,74,13758
9,26,75,13758
9,26,76,13758
9,26,77,13758
9,26,78,13758
9,26,79,13758
9,26,80,13758
9,26,81,13758
9,26,82,13758
9,26,83,13758
9,26,84,13758
9,26,85,13758
9,26,86,13758
9,26,87,13758
9,26,88,13758
9,26,89,13758
9,26,90,13758
9,26,91,13758
9,26,92,13758
9,26,93,13758
9,26,94,13758
9,26,95,13758
9,26,96,13758
9,26,97,13758
9,26,98,13758
9,26,99,13758
9,26,100,13758
9,27,0,14178
9,27,1,14178
9,27,2,14178
9,27,3,14178
9,27,4,14178
9,27,5,14178
9,27,6,14178
9,27,7,14178
9,27,8,14178
9,27,9,14178
9,27,10,14178
9,27,11,14178
9,27,12,14178
9,27,13,14178
9,27,14,14178
9,27,15,14178
9,27,16,14178
9,27,17,14178
9,27,18,14178
9,27,19,14178
9,27,20,14178
9,27,21,14178
9,27,22,14178
9,27,23,14178
9,27,24,14178
9,27,25,14178
9,27,26,14178
9,27,27,14178
9,27,28,14178
9,27,29,14178
9,27,30,14178
9,27,31,14178
9,27,32,14178
9,27,33,14178
9,27,34,14178
9,27,35,14178
9,27,36,14178
9,27,37,14178
9,27,38,14178
9,27,39,14178
9,27,40,14178
9,27,41,14178
9,27,42,14178
9,27,43,14178
9,27,44,14178
9,27,45,14178
9,27,46,14178
9,27,47,14178
9,27,48,14178
9,27,49,14178
9,27,50,14178
9,27,51,14178
9,27,52,14178
9,27,53,14178
9,27,54,14178
9,27,55,14178
9,27,56,14178
9,27,57,14178
9,27,58,14178
9,27,59,14178
9,27,60,14178
9,27,61,14178
9,27,62,14178
9,27,63,14178
9,27,64,14178
9,27,65,14178
9,27,66,14178
9,27,67,14178
9,27,68,14178
9,27,69,14178
9,27,70,14178
9,27,71,14178
9,27,72,14178
9,27,73,14178
9,27,74,14178
9,27,75,14178
9,27,76,14178
9,27,77,14178
9,27,78,14178
9,27,79,14178
9,27,80,14178
9,27,81,14178
9,27,82,14178
9,27,83,14178
9,27,84,14178
9,27,85,14178
9,27,86,14178
9,27,87,14178
9,27,88,14178
9,27,89,14178
9,27,90,14178
9,27,91,14178
9,27,92,14178
9,27,93,14178
9,27,94,14178
9,27,95,14178
9,27,96,14178
9,27,97,14178
9,27,98,14178
9,27,99,14178
9,27,100,14178
9,28,0,14387
9,28,1,14387
9,28,2,14387
9,28,3,14387
9,28,4,14387
9,28,5,14387
9,28,6,14387
9,28,7,14387
9,28,8,14387
9,28,9,14387
9,28,10,14387
9,28,11,14387
9,28,12,14387
9,28,13,14387
9,28,14,14387
9,28,15,14387
9,28,16,14387
9,28,17,14387
9,28,18,14387
9,28,19,14387
9,28,20,14387
9,28,21,14387
9,28,22,14387
9,28,23,14387
9,28,24,14387
9,28,25,14387
9,28,26,14387
9,28,27,14387
9,28,28,14387
9,28,29,14387
9,28,30,14387
9,28,31,14387
9,28,32,14387
9,28,33,14387
9,28,34,14387
9,28,35,14387
9,28,36,14387
9,28,37,14387
9,28,38,14387
9,28,39,14387
9,28,40,14387
9,28,41,14387
9,28,42,14387
9,28,43,14387
9,28,44,14387
9,28,45,14387
9,28,46,14387
9,28,47,14387
9,28,48,14387
9,28,49,14387
9,28,50,14387
9,28,51,14387
9,28,52,14387
9,28,53,14387
9,28,54,14387
9,28,55,14387
9,28,56,14387
9,28,57,14387
9,28,58,14387
9,28,59,14387
9,28,60,14387
9,28,61,14387
9,28,62,14387
9,28,63,14387
9,28,64,14387
9,28,65,14387
9,28,66,14387
9,28,67,14387
9,28,68,14387
9,28,69,14387
9,28,70,14387
9,28,71,14387
9,28,72,14387
9,28,73,14387
9,28,74,14387
9,28,75,14387
9,28,76,14387
9,28,77,14387
9,28,78,14387
9,28,79,14387
9,28,80,14387
9,28,81,14387
9,28,82,14387
9,28,83,14387
9,28,84,14387
9,28,85,14387
9,28,86,14387
9,28,87,14387
9,28,88,14387
9,28,89,14387
9,28,90,14387
9,28,91,14387
9,28,92,14387
9,28,93,14387
9,28,94,14387
9,28,95,14387
9,28,96,14387
9,28,97,14387
9,28,98,14387
9,28,99,14387
9,28,100,14387
9,29,0,14038
9,29,1,14038
9,29,2,14038
9,29,3,14038
9,29,4,14038
9,29,5,14038
9,29,6,14038
9,29,7,14038
9,29,8,14038
9,29,9,14038
9,29,10,14038
9,29,11,14038
9,29,12,14038
9,29,13,14038
9,29,14,14038
9,29,15,14038
9,29,16,14038
9,29,17,14038
9,29,18,14038
9,29,19,14038
9,29,20,14038
9,29,21,14038
9,29,22,14038
9,29,23,14038
9,29,24,14038
9,29,25,14038
9,29,26,14038
9,29,27,14038
9,29,28,14038
9,29,29,14038
9,29,30,14038
9,29,31,14038
9,29,32,14038
9,29,33,14038
9,29,34,14038
9,29,35,14038
9,29,36,14038
9,29,37,14038
9,29,38,14038
9,29,39,14038
9,29,40,14038
9,29,41,14038
9,29,42,14038
9,29,43,14038
9,29,44,14038
9,29,45,14038
9,29,46,14038
9,29,47,14038
9,29,48,14038
9,29,49,14038
9,29,50,14038
9,29,51,14038
9,29,52,14038
9,29,53,14038
9,29,54,14038
9,29,55,14038
9,29,56,14038
9,29,57,14038
9,29,58,14038
9,29,59,14038
9,29,60,14038
9,29,61,14038
9,29,62,14038
9,29,63,14038
9,29,64,14038
9,29,65,14038
9,29,66,14038
9,29,67,14038
9,29,68,14038
9,29,69,14038
9,29,70,14038
9,29,71,14038
9,29,72,14038
9,29,73,14038
9,29,74,14038
9,29,75,14038
9,29,76,14038
9,29,77,14038
9,29,78,14038
9,29,79,14038
9,29,80,14038
9,29,81,14038
9,29,82,14038
9,29,83,14038
9,29,84,14038
9,29,85,14038
9,29,86,14038
9,29,87,14038
9,29,88,14038
9,29,89,14038
9,29,90,14038
9,29,91,14038
9,29,92,14038
9,29,93,14038
9,29,94,14038
9,29,95,14038
9,29,96,14038
9,29,97,14038
9,29,98,14038
9,29,99,14038
9,29,100,14038
9,30,0,14667
9,30,1,14667
9,30,2,14667
9,30,3,14667
9,30,4,14667
9,30,5,14667
9,30,6,14667
9,30,7,14667
9,30,8,14667
9,30,9,14667
9,30,10,14667
9,30,11,14667
9,30,12,14667
9,30,13,14667
9,30,14,14667
9,30,15,14667
9,30,16,14667
9,30,17,14667
9,30,18,14667
9,30,19,14667
9,30,20,14667
9,30,21,14667
9,30,22,14667
9,30,23,14667
9,30,24,14667
9,30,25,14667
9,30,26,14667
9,30,27,14667
9,30,28,14667
9,30,29,14667
9,30,30,14667
9,30,31,14667
9,30,32,14667
9,30,33,14667
9,30,34,14667
9,30,35,14667
9,30,36,14667
9,30,37,14667
9,30,38,14667
9,30,39,14667
9,30,40,14667
9,30,41,14667
9,30,42,14667
9,30,43,14667
9,30,44,14667
9,30,45,14667
9,30,46,14667
9,30,47,14667
9,30,48,14667
9,30,49,14667
9,30,50,14667
9,30,51,14667
9,30,52,14667
9,30,53,14667
9,30,54,14667
9,30,55,14667
9,30,56,14667
9,30,57,14667
9,30,58,14667
9,30,59,14667
9,30,60,14667
9,30,61,14667
9,30,62,14667
9,30,63,14667
9,30,64,14667
9,30,65,14667
9,30,66,14667
9,30,67,14667
9,30,68,14667
9,30,69,14667
9,30,70,14667
9,30,71,14667
9,30,72,14667
9,30,73,14667
9,30,74,14667
9,30,75,14667
9,30,76,14667
9,30,77,14667
9,30,78,14667
9,30,79,14667
9,30,80,14667
9,30,81,14667
9,30,82,14667
9,30,83,14667
9,30,84,14667
9,30,85,14667
9,30,86,14667
9,30,87,14667
9,30,88,14667
9,30,89,14667
9,30,90,14667
9,30,91,14667
9,30,92,14667
9,30,93,14667
9,30,94,14667
9,30,95,14667
9,30,96,14667
9,30,97,14667
9,30,98,14667
9,30,99,14667
9,30,100,14667
10,10,0,5866
10,10,1,5866
10,10,2,5866
10,10,3,5866
10,10,4,5866
10,10,5,5866
10,10,6,5866
10,10,7,5866
10,10,8,5866
10,10,9,5866
10,10,10,5866
10,10,11,5866
10,10,12,5866
10,10,13,5866
10,10,14,5866
10,10,15,5866
10,10,16,5866
10,10,17,5866
10,10,18,5866
10,10,19,5866
10,10,20,5866
10,10,21,5866
10,10,22,5866
10,10,23,5866
10,10,24,5866
10,10,25,5866
10,10,26,5866
10,10,27,5866
10,10,28,5866
10,10,29,5866
10,10,30,5866
10,10,31,5866
10,10,32,5866
10,10,33,5866
10,10,34,5866
10,10,35,5866
10,10,36,5866
10,10,37,5866
10,10,38,5866
10,10,39,5866
10,10,40,5866
10,10,41,5866
10,10,42,5866
10,10,43,5866
10,10,44,5866
10,10,45,5866
10,10,46,5866
10,10,47,5866
10,10,48,5866
10,10,49,5866
10,10,50,5866
10,10,51,5866
10,10,52,5866
10,10,53,5866
10,10,54,5866
10,10,55,5866
10,10,56,5866
10,10,57,5866
10,10,58,5866
10,10,59,5866
10,10,60,5866
10,10,61,5866
10,10,62,5866
10,10,63,5866
10,10,64,5866
10,10,65,5866
10,10,66,5866
10,10,67,5866
10,10,68,5866
10,10,69,5866
10,10,70,5866
10,10,71,5866
10,10,72,5866
10,10,73,5866
10,10,74,5866
10,10,75,5866
10,10,76,5866
10,10,77,5866
10,10,78,5866
10,10,79,5866
10,10,80,5866
10,10,81,5866
10,10,82,5866
10,10,83,5866
10,10,84,5866
10,10,85,5866
10,10,86,5866
10,10,87,5866
10,10,88,5866
10,10,89,5866
10,10,90,5866
10,10,91,5866
10,10,92,5866
10,10,93,5866
10,10,94,5866
10,10,95,5866
10,10,96,5866
10,10,97,5866
10,10,98,5866
10,10,99,5866
10,10,100,5866
10,11,0,5098
10,11,1,5098
10,11,2,5098
10,11,3,5098
10,11,4,5098
10,11,5,5098
10,11,6,5098
10,11,7,5098
10,11,8,5098
10,11,9,5098
10,11,10,5098
10,11,11,5098
10,11,12,5098
10,11,13,5098
10,11,14,5098
10,11,15,5098
10,11,16,5098
10,11,17,5098
10,11,18,5098
10,11,19,5098
10,11,20,5098
10,11,21,5098
10,11,22,5098
10,11,23,5098
10,11,24,5098
10,11,25,5098
10,11,26,5098
10,11,27,5098
10,11,28,5098
10,11,29,5098
10,11,30,5098
10,11,31,5098
10,11,32,5098
10,11,33,5098
10,11,34,5098
10,11,35,5098
10,11,36,5098
10,11,37,5098
10,11,38,5098
10,11,39,5098
10,11,40,5098
10,11,41,5098
10,11,42,5098
10,11,43,5098
10,11,44,5098
10,11,45,5098
10,11,46,5098
10,11,47,5098
10,11,48,5098
10,11,49,5098
10,11,50,5098
10,11,51,5098
10,11,52,5098
10,11,53,5098
10,11,54,5098
10,11,55,5098
10,11,56,5098
10,11,57,5098
10,11,58,5098
10,11,59,5098
10,11,60,5098
10,11,61,5098
10,11,62,5098
10,11,63,5098
10,11,64,5098
10,11,65,5098
10,11,66,5098
10,11,67,5098
10,11,68,5098
10,11,69,5098
10,11,70,5098
10,11,71,5098
10,11,72,5098
10,11,73,5098
10,11,74,5098
10,11,75,5098
10,11,76,5098
10,11,77,5098
10,11,78,5098
10,11,79,5098
10,11,80,5098
10,11,81,5098
10,11,82,5098
10,11,83,5098
10,11,84,5098
10,11,85,5098
10,11,86,5098
10,11,87,5098
10,11,88,5098
10,11,89,5098
10,11,90,5098
10,11,91,5098
10,11,92,5098
10,11,93,5098
10,11,94,5098
10,11,95,5098
10,11,96,5098
10,11,97,5098
10,11,98,5098
10,11,99,5098
10,11,100,5098
10,12,0,9987
10,12,1,9987
10,12,2,9987
10,12,3,9987
10,12,4,9987
10,12,5,9987
10,12,6,9987
10,12,7,9987
10,12,8,9987
10,12,9,9987
10,12,10,9987
10,12,11,9987
10,12,12,9987
10,12,13,9987
10,12,14,9987
10,12,15,9987
10,12,16,9987
10,12,17,9987
10,12,18,9987
10,12,19,9987
10,12,20,9987
10,12,21,9987
10,12,22,9987
10,12,23,9987
10,12,24,9987
10,12,25,9987
10,12,26,9987
10,12,27,9987
10,12,28,9987
10,12,29,9987
10,12,30,9987
10,12,31,9987
10,12,32,9987
10,12,33,9987
10,12,34,9987
10,12,35,9987
10,12,36,9987
10,12,37,9987
10,12,38,9987
10,12,39,9987
10,12,40,9987
10,12,41,9987
10,12,42,9987
10,12,43,9987
10,12,44,9987
10,12,45,9987
10,12,46,9987
10,12,47,9987
10,12,48,9987
10,12,49,9987
10,12,50,9987
10,12,51,9987
10,12,52,9987
10,12,53,9987
10,12,54,9987
10,12,55,9987
10,12,56,9987
10,12,57,9987
10,12,58,9987
10,12,59,9987
10,12,60,9987
10,12,61,9987
10,12,62,9987
10,12,63,9987
10,12,64,9987
10,12,65,9987
10,12,66,9987
10,12,67,9987
10,12,68,9987
10,12,69,9987
10,12,70,9987
10,12,71,9987
10,12,72,9987
10,12,73,9987
10,12,74,9987
10,12,75,9987
10,12,76,9987
10,12,77,9987
10,12,78,9987
10,12,79,9987
10,12,80,9987
10,12,81,9987
10,12,82,9987
10,12,83,9987
10,12,84,9987
10,12,85,9987
10,12,86,9987
10,12,87,9987
10,12,88,9987
10,12,89,9987
10,12,90,9987
10,12,91,9987
10,12,92,9987
10,12,93,9987
10,12,94,9987
10,12,95,9987
10,12,96,9987
10,12,97,9987
10,12,98,9987
10,12,99,9987
10,12,100,9987
10,13,0,10616
10,13,1,10616
10,13,2,10616
10,13,3,10616
10,13,4,10616
10,13,5,10616
10,13,6,10616
10,13,7,10616
10,13,8,10616
10,13,9,10616
10,13,10,10616
10,13,11,10616
10,13,12,10616
10,13,13,10616
10,13,14,10616
10,13,15,10616
10,13,16,10616
10,13,17,10616
10,13,18,10616
10,13,19,10616
10,13,20,10616
10,13,21,10616
10,13,22,10616
10,13,23,10616
10,13,24,10616
10,13,25,10616
